Vencimento;Tipo_pagamento;Valor;Pagamento;Observacao;Notas_fiscal;Sequencial;Dentista;cheque_terceiro;opcao_restante;valor_terceiros;valor_cheque;valor_pago;valor_restante;conta;numero_cheque;nao_lancar_livro_caixa;dataExclusao
7/5/2003 00:00:00;1;R$ 7,60;1/11/2006 00:00:00;4 passagens /andrea ref/02/11/06  03/11/;;699;;0;6;R$ 0,00;R$ 0,00;R$ 7,60;R$ 0,00;-1;;0;
7/5/2003 00:00:00;77;R$ 170,00;3/11/2006 00:00:00;;;700;;11;6;R$ 170,00;R$ 0,00;R$ 170,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;77;R$ 100,00;3/11/2006 00:00:00;;;701;;2;6;R$ 100,00;R$ 0,00;R$ 100,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;77;R$ 16,40;3/11/2006 00:00:00;;;702;;0;6;R$ 0,00;R$ 0,00;R$ 16,40;R$ 0,00;-1;;0;
7/5/2003 00:00:00;75;R$ 320,00;3/11/2006 00:00:00;administraçao fez o pagamento;;703;;0;6;R$ 0,00;R$ 0,00;R$ 320,00;R$ 0,00;-1;;1;3/11/2006 11:31:45
7/5/2003 00:00:00;1;R$ 37,25;3/11/2006 00:00:00;TAXA DE LIXO/FAST COLLECT;;704;;0;6;R$ 0,00;R$ 0,00;R$ 37,25;R$ 0,00;-1;;0;
7/5/2003 00:00:00;70;R$ 187,50;6/11/2006 00:00:00;;;705;;14;6;R$ 187,50;R$ 0,00;R$ 187,50;R$ 0,00;-1;;0;
6/11/2006 00:00:00;70;R$ 7,50;6/11/2006 00:00:00;;;706;;0;6;R$ 0,00;R$ 0,00;R$ 7,50;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 5,00;6/11/2006 00:00:00;1 galao de agua de 20 litros ;;707;;0;6;R$ 0,00;R$ 0,00;R$ 5,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;79;R$ 20,00;6/11/2006 00:00:00;;;708;;0;6;R$ 0,00;R$ 0,00;R$ 20,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;72;R$ 80,00;6/11/2006 00:00:00;;;709;;8;6;R$ 80,00;R$ 0,00;R$ 80,00;R$ 0,00;-1;;0;
6/11/2006 00:00:00;72;R$ 16,00;6/11/2006 00:00:00;;;710;;0;6;R$ 0,00;R$ 0,00;R$ 16,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;63;R$ 160,00;6/11/2006 00:00:00;joana rudge/cef - recreiodonto;;711;;0;6;R$ 0,00;R$ 0,00;R$ 160,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;68;R$ 5,00;6/11/2006 00:00:00;REFERENTE  AO MES  11;;712;;0;6;R$ 0,00;R$ 0,00;R$ 5,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 2,00;6/11/2006 00:00:00;MERCADO;;713;;0;6;R$ 0,00;R$ 0,00;R$ 2,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;6/11/2006 00:00:00;2 PASSAGENS PARA ANDREA;;714;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;60;R$ 40,00;7/11/2006 00:00:00;mauricio freitas/joana flavia/casquete;;715;;2;6;R$ 40,00;R$ 0,00;R$ 40,00;R$ 0,00;-1;;0;
7/11/2006 00:00:00;60;R$ 70,00;7/11/2006 00:00:00;gisele camacho/joana/nucleo/onlay solide;;716;;2;6;R$ 70,00;R$ 0,00;R$ 70,00;R$ 0,00;-1;;0;
7/11/2006 00:00:00;60;R$ 70,00;7/11/2006 00:00:00;ligiane/valeria nascimento/ 2 inlay soli;;717;;2;6;R$ 70,00;R$ 0,00;R$ 70,00;R$ 0,00;-1;;0;
7/11/2006 00:00:00;60;R$ 75,00;7/11/2006 00:00:00;valeria aguiar /coroa de jaqueta;;718;;0;6;R$ 0,00;R$ 0,00;R$ 75,00;R$ 0,00;-1;;0;7/11/2006 09:54:59
7/5/2003 00:00:00;65;R$ 80,00;7/11/2006 00:00:00;mª lourdes/ppr inferior flexilite;;719;;6;6;R$ 80,00;R$ 0,00;R$ 80,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;65;R$ 89,00;7/11/2006 00:00:00;celso janitt/roach superior;;720;;7;6;R$ 89,00;R$ 0,00;R$ 89,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;60;R$ 75,00;7/11/2006 00:00:00;valeria aguiar;;721;;6;6;R$ 75,00;R$ 0,00;R$ 75,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;65;R$ 65,00;7/11/2006 00:00:00;maria de fatima/moldeira claream;;722;;5;6;R$ 65,00;R$ 0,00;R$ 65,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;65;R$ 125,50;7/11/2006 00:00:00;jose carlos araujo/estrutura superior;;723;;7;6;R$ 125,50;R$ 0,00;R$ 125,50;R$ 0,00;-1;;0;
7/5/2003 00:00:00;65;R$ 100,00;7/11/2006 00:00:00;jose domingos/mold clareamento sup/inf;;724;;6;6;R$ 100,00;R$ 0,00;R$ 100,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;65;R$ 58,33;7/11/2006 00:00:00;JOSE CARLOS /ROACH                      ;;725;;2;6;R$ 58,33;R$ 0,00;R$ 58,33;R$ 0,00;-1;;0;
7/5/2003 00:00:00;65;R$ 7,80;7/11/2006 00:00:00;;;726;;0;6;R$ 0,00;R$ 0,00;R$ 7,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 15,86;7/11/2006 00:00:00;mercado/papel sanitario/saco de lixo etc;;727;;0;6;R$ 0,00;R$ 0,00;R$ 15,86;R$ 0,00;-1;;0;
7/5/2003 00:00:00;63;R$ 150,00;7/11/2006 00:00:00;flavia barreto /cef -recreiodonto;;728;;0;6;R$ 0,00;R$ 0,00;R$ 150,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;73;R$ 211,12;8/11/2006 00:00:00;foi descontado 1 jaleco cr$ 10,00;;729;;0;6;R$ 0,00;R$ 0,00;R$ 211,12;R$ 0,00;-1;;0;8/11/2006 11:32:57
7/5/2003 00:00:00;73;R$ 14,02;8/11/2006 00:00:00;;;730;;0;6;R$ 0,00;R$ 0,00;R$ 14,02;R$ 0,00;-1;;0;
7/5/2003 00:00:00;73;R$ 207,08;8/11/2006 00:00:00;;;731;;6;6;R$ 207,08;R$ 0,00;R$ 207,08;R$ 0,00;-1;;0;
7/5/2003 00:00:00;78;R$ 142,50;8/11/2006 00:00:00;;;732;;5;6;R$ 142,50;R$ 0,00;R$ 142,50;R$ 0,00;-1;;0;
7/5/2003 00:00:00;78;R$ 15,00;8/11/2006 00:00:00;;;733;;0;6;R$ 0,00;R$ 0,00;R$ 15,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 1,22;8/11/2006 00:00:00;mercado ;;734;;0;6;R$ 0,00;R$ 0,00;R$ 1,22;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;8/11/2006 00:00:00;2 PASSAGENS REF/08/11/06;;735;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 0,30;9/11/2006 00:00:00;xerox de um documento/amil;;736;;0;6;R$ 0,00;R$ 0,00;R$ 0,30;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 5,90;9/11/2006 00:00:00;papelaria/1bloco de folhas chamequi/enve;;737;;0;6;R$ 0,00;R$ 0,00;R$ 5,90;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 2,80;9/11/2006 00:00:00;2 passagens andrea/somente completando;;738;;0;6;R$ 0,00;R$ 0,00;R$ 2,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;69;R$ 10,00;9/11/2006 00:00:00;1 jaleco referente ao mês 11;;739;;0;6;R$ 0,00;R$ 0,00;R$ 10,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;65;R$ 100,00;10/11/2006 00:00:00;;;740;;2;6;R$ 100,00;R$ 0,00;R$ 100,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 5,00;10/11/2006 00:00:00;1 GALAO DE AGUA DE 20 LITROS;;741;;0;6;R$ 0,00;R$ 0,00;R$ 5,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 1,02;10/11/2006 00:00:00;MERCADO/PAO;;742;;0;6;R$ 0,00;R$ 0,00;R$ 1,02;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;10/11/2006 00:00:00;2 PASSAGENS /ANDREA;;743;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;82;R$ 46,20;13/11/2006 00:00:00;;;744;;0;6;R$ 0,00;R$ 0,00;R$ 46,20;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;13/11/2006 00:00:00;2 passagens /referente a  11/11/2006;;745;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;61;R$ 250,00;13/11/2006 00:00:00;RESTAVA UM SALDO DE R$77,90/MES ANTERI;;746;;2;6;R$ 250,00;R$ 0,00;R$ 250,00;R$ 0,00;-1;;0;
13/11/2006 00:00:00;61;R$ 80,00;13/11/2006 00:00:00;leonor freitas -inlay/geraldo monteiro;;747;;2;6;R$ 80,00;R$ 0,00;R$ 80,00;R$ 0,00;-1;;0;
13/11/2006 00:00:00;61;R$ 28,40;13/11/2006 00:00:00;claudia v.blucher/gracinda tavares/casqu;;748;;0;6;R$ 0,00;R$ 0,00;R$ 28,40;R$ 0,00;-1;;0;
7/5/2003 00:00:00;68;R$ 70,00;13/11/2006 00:00:00;REFERENTE AO MES 11;;749;;0;6;R$ 0,00;R$ 0,00;R$ 70,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 258,16;13/11/2006 00:00:00;telemar;;750;;0;6;R$ 0,00;R$ 0,00;R$ 258,16;R$ 0,00;-1;;0;
7/5/2003 00:00:00;63;R$ 40,00;13/11/2006 00:00:00;ANGELA BRITTO/CEF -RECREIODONTO;;751;;0;6;R$ 0,00;R$ 0,00;R$ 40,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 2,55;13/11/2006 00:00:00;2 PASSAGENS  PARA ANDREA;;752;;0;6;R$ 0,00;R$ 0,00;R$ 2,55;R$ 0,00;-1;;0;13/11/2006 18:39:31
7/5/2003 00:00:00;1;R$ 2,55;13/11/2006 00:00:00;PASSAGENS ANDREA/REF-13/11/06;;753;;0;6;R$ 0,00;R$ 0,00;R$ 2,55;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,00;14/11/2006 00:00:00;farmacia;;754;;0;6;R$ 0,00;R$ 0,00;R$ 3,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;63;R$ 65,00;14/11/2006 00:00:00;leila menezes de castro/cef -recreiodont;;755;;0;6;R$ 0,00;R$ 0,00;R$ 65,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 1,05;14/11/2006 00:00:00;mercado - pao;;756;;0;6;R$ 0,00;R$ 0,00;R$ 1,05;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 5,05;14/11/2006 00:00:00;andrea R$ 3,80 + R$ 1,25/;;757;;0;6;R$ 0,00;R$ 0,00;R$ 5,05;R$ 0,00;-1;;0;
7/5/2003 00:00:00;58;R$ 414,00;16/11/2006 00:00:00;Dra alexandra- mes 11;;758;;0;6;R$ 0,00;R$ 0,00;R$ 414,00;R$ 0,00;-1;;1;
16/11/2006 00:00:00;58;R$ 223,85;16/11/2006 00:00:00;Dr bianca daher -mes 11;;759;;0;6;R$ 0,00;R$ 0,00;R$ 223,85;R$ 0,00;-1;;1;16/11/2006 12:52:25
16/11/2006 00:00:00;58;R$ 441,70;16/11/2006 00:00:00;Dr dilso  - mes 11;;760;;0;6;R$ 0,00;R$ 0,00;R$ 441,70;R$ 0,00;-1;;1;
16/11/2006 00:00:00;58;R$ 86,00;16/11/2006 00:00:00;Dr  andrea  - mes 11;;761;;0;6;R$ 0,00;R$ 0,00;R$ 86,00;R$ 0,00;-1;;1;16/11/2006 17:14:44
16/11/2006 00:00:00;58;R$ 160,00;16/11/2006 00:00:00;Dr frederico - mes  11;;762;;0;6;R$ 0,00;R$ 0,00;R$ 160,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;58;R$ 403,20;16/11/2006 00:00:00;Dr nivea  - mes 11;;763;;0;6;R$ 0,00;R$ 0,00;R$ 403,20;R$ 0,00;-1;;1;
16/11/2006 00:00:00;58;R$ 600,60;16/11/2006 00:00:00;Dr ju liana - mes 11;;764;;0;6;R$ 0,00;R$ 0,00;R$ 600,60;R$ 0,00;-1;;1;16/11/2006 15:41:35
16/11/2006 00:00:00;58;R$ 218,20;16/11/2006 00:00:00;Dr simone - mes 11;;765;;0;6;R$ 0,00;R$ 0,00;R$ 218,20;R$ 0,00;-1;;1;
7/5/2003 00:00:00;58;R$ 191,60;16/11/2006 00:00:00;Dr tatiane - mes 11;;766;;0;6;R$ 0,00;R$ 0,00;R$ 191,60;R$ 0,00;-1;;1;
7/5/2003 00:00:00;58;R$ 223,85;16/11/2006 00:00:00;Dr bianca daher - mes 11;;767;;0;6;R$ 0,00;R$ 0,00;R$ 223,85;R$ 0,00;-1;;1;
7/5/2003 00:00:00;74;R$ 146,67;16/11/2006 00:00:00;;;768;;11;6;R$ 146,67;R$ 0,00;R$ 146,67;R$ 0,00;-1;;0;
7/5/2003 00:00:00;74;R$ 58,33;16/11/2006 00:00:00;;;769;;2;6;R$ 0,00;R$ 0,00;R$ 58,33;R$ 0,00;-1;;0;16/11/2006 17:33:09
7/5/2003 00:00:00;74;R$ 18,85;16/11/2006 00:00:00;;;770;;0;6;R$ 0,00;R$ 0,00;R$ 18,85;R$ 0,00;-1;;0;
7/5/2003 00:00:00;77;R$ 70,00;16/11/2006 00:00:00;;;771;;6;6;R$ 70,00;R$ 0,00;R$ 70,00;R$ 0,00;-1;;0;
16/11/2006 00:00:00;77;R$ 60,00;16/11/2006 00:00:00;;;772;;4;6;R$ 60,00;R$ 0,00;R$ 60,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;77;R$ 60,00;16/11/2006 00:00:00;;;773;;3;6;R$ 60,00;R$ 0,00;R$ 60,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;77;R$ 1,60;16/11/2006 00:00:00;;;774;;0;6;R$ 0,00;R$ 0,00;R$ 1,60;R$ 0,00;-1;;0;
7/5/2003 00:00:00;70;R$ 196,12;16/11/2006 00:00:00;;;775;;0;6;R$ 0,00;R$ 0,00;R$ 196,12;R$ 0,00;-1;;0;
7/5/2003 00:00:00;58;R$ 565,60;16/11/2006 00:00:00;Dr juliana - mes  11;;776;;0;6;R$ 0,00;R$ 0,00;R$ 565,60;R$ 0,00;-1;;1;
7/5/2003 00:00:00;75;R$ 75,00;16/11/2006 00:00:00;;;777;;5;6;R$ 75,00;R$ 0,00;R$ 75,00;R$ 0,00;-1;;0;
16/11/2006 00:00:00;75;R$ 65,00;16/11/2006 00:00:00;;;778;;4;6;R$ 65,00;R$ 0,00;R$ 65,00;R$ 0,00;-1;;0;
16/11/2006 00:00:00;75;R$ 20,00;16/11/2006 00:00:00;;;779;;0;6;R$ 0,00;R$ 0,00;R$ 20,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;71;R$ 435,00;16/11/2006 00:00:00;;;780;;7;6;R$ 435,00;R$ 0,00;R$ 435,00;R$ 0,00;-1;;0;
16/11/2006 00:00:00;71;R$ 6,70;16/11/2006 00:00:00;;;781;;0;6;R$ 0,00;R$ 0,00;R$ 6,70;R$ 0,00;-1;;0;
7/5/2003 00:00:00;79;R$ 46,00;16/11/2006 00:00:00;;;782;;0;6;R$ 0,00;R$ 0,00;R$ 46,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;58;R$ 46,00;16/11/2006 00:00:00;Dr andrea;;783;;0;6;R$ 0,00;R$ 0,00;R$ 46,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;73;R$ 106,06;16/11/2006 00:00:00;;;784;;0;6;R$ 0,00;R$ 0,00;R$ 106,06;R$ 0,00;-1;;0;
7/5/2003 00:00:00;73;R$ 112,14;16/11/2006 00:00:00;;;785;;6;6;R$ 112,14;R$ 0,00;R$ 112,14;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;16/11/2006 00:00:00;2 passagens andrea;;786;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;74;R$ 58,33;16/11/2006 00:00:00;;;787;;2;6;R$ 58,33;R$ 0,00;R$ 58,33;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 5,90;16/11/2006 00:00:00;1 pequeno  bloco de papel;;788;;0;6;R$ 0,00;R$ 0,00;R$ 5,90;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 5,00;17/11/2006 00:00:00;1 GALAO DE AGUA DE 20 LITROS;;789;;0;6;R$ 0,00;R$ 0,00;R$ 5,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;71;R$ 10,50;17/11/2006 00:00:00;bruno cordeiro e silva/convenio correios;;790;;0;6;R$ 0,00;R$ 0,00;R$ 10,50;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 22,37;17/11/2006 00:00:00;mercado/p/hienico veja/pao/cafe/toa/pape;;791;;0;6;R$ 0,00;R$ 0,00;R$ 22,37;R$ 0,00;-1;;0;
7/5/2003 00:00:00;58;R$ 10,50;17/11/2006 00:00:00;DR DILSO/PAGAMENTO CONVENI/CORREIOS;;792;;0;6;R$ 0,00;R$ 0,00;R$ 10,50;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 3,80;17/11/2006 00:00:00;2 PASSAGENS REF/17/11/06-18/11/06;;793;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;70;R$ 207,08;21/11/2006 00:00:00;;;794;;2;6;R$ 207,08;R$ 0,00;R$ 207,08;R$ 0,00;-1;;0;
7/5/2003 00:00:00;72;R$ 254,00;21/11/2006 00:00:00;;;795;;0;6;R$ 0,00;R$ 0,00;R$ 254,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;72;R$ 80,00;21/11/2006 00:00:00;;;796;;5;6;R$ 80,00;R$ 0,00;R$ 80,00;R$ 0,00;-1;;0;
21/11/2006 00:00:00;72;R$ 80,00;21/11/2006 00:00:00;;;797;;4;6;R$ 80,00;R$ 0,00;R$ 80,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 389,14;21/11/2006 00:00:00;conta  da light;;798;;0;6;R$ 0,00;R$ 0,00;R$ 389,14;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;21/11/2006 00:00:00;2 passagens  para andrea;;799;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 2,32;22/11/2006 00:00:00;MERCADO/ PAO;;800;;0;6;R$ 0,00;R$ 0,00;R$ 2,32;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;23/11/2006 00:00:00;2 passagens para andrea;;801;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 5,00;24/11/2006 00:00:00;1 galao de agua de 20 litros;;802;;0;6;R$ 0,00;R$ 0,00;R$ 5,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;63;R$ 80,00;24/11/2006 00:00:00;elaine mattos/cef- recreiodonto;;803;;0;6;R$ 0,00;R$ 0,00;R$ 80,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;67;R$ 50,00;24/11/2006 00:00:00;;;804;;0;6;R$ 0,00;R$ 0,00;R$ 50,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;24/11/2006 00:00:00;2 passagens para andrea;;805;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;25/11/2006 00:00:00;2 PASSAGENS PARA ANDREA;;806;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 1,90;25/11/2006 00:00:00;1 CANETA;;807;;0;6;R$ 0,00;R$ 0,00;R$ 1,90;R$ 0,00;-1;;0;
7/5/2003 00:00:00;63;R$ 60,00;27/11/2006 00:00:00;MARIA THERESA LELLO/CEF-RECREIODONTO;;808;;0;6;R$ 0,00;R$ 0,00;R$ 60,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;68;R$ 10,00;27/11/2006 00:00:00;;;809;;0;6;R$ 0,00;R$ 0,00;R$ 10,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 7,02;27/11/2006 00:00:00;mercado/pao/1lava louças/1caixa de açuca;;810;;0;6;R$ 0,00;R$ 0,00;R$ 7,02;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;27/11/2006 00:00:00;2 passagens andrea;;811;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;28/11/2006 00:00:00;2 paasagens andrea;;812;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 9,46;29/11/2006 00:00:00;mercado/saco de lixo/limpa veja/2sonhos;;813;;0;6;R$ 0,00;R$ 0,00;R$ 9,46;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;30/11/2006 00:00:00;2 passagens p/ andrea refer/29/11/06;;814;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;30/11/2006 18:28:01
7/5/2003 00:00:00;58;R$ 186,80;30/11/2006 00:00:00;Dra tatiane;;815;;0;6;R$ 0,00;R$ 0,00;R$ 186,80;R$ 0,00;-1;;1;
7/5/2003 00:00:00;58;R$ 90,30;30/11/2006 00:00:00;Dra simone;;816;;0;6;R$ 0,00;R$ 0,00;R$ 90,30;R$ 0,00;-1;;1;
7/5/2003 00:00:00;58;R$ 937,50;30/11/2006 00:00:00;Dr ricardo;;817;;0;6;R$ 0,00;R$ 0,00;R$ 937,50;R$ 0,00;-1;;1;
7/5/2003 00:00:00;58;R$ 70,00;30/11/2006 00:00:00;Dr juliana;;818;;0;6;R$ 0,00;R$ 0,00;R$ 70,00;R$ 0,00;-1;;1;
30/11/2006 00:00:00;58;R$ 200,00;30/11/2006 00:00:00;dr frederico;;819;;0;6;R$ 0,00;R$ 0,00;R$ 200,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;58;R$ 942,20;30/11/2006 00:00:00;dr dilso;;820;;0;6;R$ 0,00;R$ 0,00;R$ 942,20;R$ 0,00;-1;;1;
7/5/2003 00:00:00;58;R$ 156,00;30/11/2006 00:00:00;dr cristiana mazullo;;821;;0;6;R$ 0,00;R$ 0,00;R$ 156,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;58;R$ 72,00;30/11/2006 00:00:00;dr alexandra ;;822;;0;6;R$ 0,00;R$ 0,00;R$ 72,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;63;R$ 180,00;30/11/2006 00:00:00;leila menezes de castro/ cef- recreiodon;;823;;0;6;R$ 0,00;R$ 0,00;R$ 180,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;69;R$ 14,00;30/11/2006 00:00:00;refer/repetiç/client moacyr gomes/ref-11;;824;;0;6;R$ 0,00;R$ 0,00;R$ 14,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 3,80;30/11/2006 00:00:00;2 PASSAGENS PARA ANDREA;;825;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 3,80;30/11/2006 00:00:00;2 passagens para andrea;;826;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;30/11/2006 19:09:52
7/5/2003 00:00:00;58;R$ 431,38;30/11/2006 00:00:00;dr bianca;;827;;0;6;R$ 0,00;R$ 0,00;R$ 431,38;R$ 0,00;-1;;1;
7/5/2003 00:00:00;58;R$ 792,00;30/11/2006 00:00:00;dr nivea;;828;;0;6;R$ 0,00;R$ 0,00;R$ 792,00;R$ 0,00;-1;;1;
7/5/2003 00:00:00;1;R$ 3,80;30/11/2006 00:00:00;2 passagens para andrea /ref 29/11/2006;;829;;0;6;R$ 0,00;R$ 0,00;R$ 3,80;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 5,67;1/12/2006 00:00:00;MERCADO/PAO MARG/LIMP ALUMIN;;830;;0;6;R$ 0,00;R$ 0,00;R$ 5,67;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 5,00;1/12/2006 00:00:00;GALAO DE AGUA;;831;;0;6;R$ 0,00;R$ 0,00;R$ 5,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;84;R$ 50,00;1/12/2006 00:00:00;1 PARCELA DO 13 ° SALARIO;;832;;0;6;R$ 0,00;R$ 0,00;R$ 50,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 28,00;1/12/2006 00:00:00;CHAVE DA CLINICA /2 MOLHOS ;;833;;0;6;R$ 0,00;R$ 0,00;R$ 28,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;1;R$ 20,92;1/12/2006 00:00:00;MERCADO/P/HIGIENICO/AG SANIT/E OUTRO;;834;;0;6;R$ 0,00;R$ 0,00;R$ 20,92;R$ 0,00;-1;;0;
7/5/2003 00:00:00;67;R$ 50,00;2/12/2006 00:00:00;;;835;;0;6;R$ 0,00;R$ 0,00;R$ 50,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;58;R$ 198,32;2/12/2006 00:00:00;13 ° salario - 1° parcela - SHEYLA;;836;;0;6;R$ 0,00;R$ 0,00;R$ 198,32;R$ 0,00;-1;;0;2/12/2006 10:38:16
7/5/2003 00:00:00;68;R$ 50,00;2/12/2006 00:00:00;;;837;;0;6;R$ 0,00;R$ 0,00;R$ 50,00;R$ 0,00;-1;;0;2/12/2006 11:13:10
7/5/2003 00:00:00;71;R$ 100,00;2/12/2006 00:00:00;;;838;;0;6;R$ 0,00;R$ 0,00;R$ 100,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;68;R$ 50,00;2/12/2006 00:00:00;;;839;;0;6;R$ 0,00;R$ 0,00;R$ 50,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;87;R$ 198,32;4/12/2006 00:00:00;13° salario  - sheyla / 1° parcela;;840;;0;6;R$ 0,00;R$ 0,00;R$ 198,32;R$ 0,00;-1;;0;
7/5/2003 00:00:00;65;R$ 2,00;4/12/2006 00:00:00;ISIS SILVA/PROT/SUP INCOLOR;;841;;5;6;R$ 0,00;R$ 0,00;R$ 2,00;R$ 0,00;-1;;0;
7/5/2003 00:00:00;61;R$ 630,00;4/12/2006 00:00:00;GRACINDA TAVARES/D 16/APLIC/CERA;;842;;14;6;R$ 630,00;R$ 0,00;R$ 630,00;R$ 0,00;-1;;0;
4/12/2006 00:00:00;61;R$ 60,00;4/12/2006 00:00:00;LUCIANA/D-45/CASQUETE METALOC;;843;;2;6;R$ 60,00;R$ 0,00;R$ 60,00;R$ 0,00;-1;;0;
